"Year","Taxon","Common","Low_Plant","High_Plant","County","x","y","description"
1905,"Cordylanthus mollis ssp. mollis","Soft bird's-beak",,1000,,37.71717,-122.503487,"Iceplant was widely planted in the early 1900s to stabilize sand dunes."
1930,"Symphyotrichum lentum","Suisun marsh aster",,1000,,37.901432,-120.856028,"The first published record of perennial pepperweed in California is from 1936, when it was collected on a ranch north of Oakdale in Stanislaus County."
1935,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.927837,-122.58021,
1936,"Cordylanthus mollis ssp. mollis","Soft bird's-beak",,1,"Marin",37.9110234,-122.6055765,
1938,"Chloropyron molle ssp. molle","Soft bird's-beak",,1,"Marin",37.9122,-122.5933,
1942,"Cordylanthus mollis ssp. mollis","Soft bird's-beak",,1,"Marin",37.9255727,-122.6107907,
1944,"Chloropyron molle ssp. molle","Soft bird's-beak",,1,"Marin",37.9455173,-122.6103401,
1945,"Cordylanthus mollis ssp. mollis","Soft bird's-beak",,1,"Marin",38.1557,-122.5646,
1945,"Chloropyron molle ssp. molle","Soft bird's-beak",,1,"Marin",38.1557,-122.5646,
1945,"Cordylanthus mollis","Soft bird's beak",,1,"Marin",38.1557,-122.5646,
1945,"Cordylanthus mollis ssp. mollis","Soft bird's-beak",,1,"Marin",38.1557,-122.5646,
1945,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",38.1557,-122.5646,
1945,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",38.1557,-122.5646,
1950,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.9129,-122.5997,
1950,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.9128856,-122.5922727,
1950,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.9110234,-122.6055765,
1958,"Chloropyron molle ssp. hispidum","Hispid bird's-beak",,1,"Marin",37.9165,-122.5942,
1958,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.9273,-122.59169,
1958,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",38.1581,-122.5642,
1958,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",38.15717,-122.55462,
1961,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.884221,-122.472254,
1961,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",37.884221,-122.472254,
1966,"Cordylanthus mollis ssp. hispidus","Hispid bird's-beak",,1,"Marin",38.157997,-122.562904,
1971,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.8743,-122.4551,
1971,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.9321,-122.51,
1972,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",38.204593,-122.783945,
1972,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",38.204593,-122.783945,
1974,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.9127778,-122.5963889,
1978,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.89619,-122.60279,
1978,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.89619,-122.60279,
1978,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Mateo","37.56442","-122.51354",
1978,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Mateo","37.56298","-122.50149",
1980,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","Marin","37.86183","-122.43099",
1980,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","Marin","37.9060368","-122.5449763",
1983,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Alameda",37.71866,-121.7379,
1983,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Alameda",37.7298,-121.7413,
1983,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Alameda",37.71866,-121.7379,
1985,"Cirsium hydrophilum","Suisun thistle",,1,"Alameda",37.7233,-121.7486,
1985,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.968951,-122.644487,
1986,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Alameda",37.6933333,-121.7597222,
1987,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",37.9274,-122.592,
1989,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Mateo","37.2638","-122.404",
1990,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"San Francisco",37.7976,-122.4649,
1990,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"San Francisco",37.7976,-122.4649,
1991,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Alameda",37.73111,-122.22583,
1993,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,1,"Marin",38.11444,-122.50833,
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.7889","-122.46889",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.79094","-122.474174",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.790036","-122.473533",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.791392","-122.47441",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.790214","-122.473135",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.790847","-122.473403",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.790681","-122.456856",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.788087","-122.47918",
1994,"Cirsium hydrophilum var. vaseyi","Mt. tamalpais thistle",,"1+","San Francisco","37.802427","-122.463199",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.804945","-122.45791",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.788087","-122.47918",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794934","-122.460471",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793259","-122.458813",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794934","-122.460471",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793259","-122.458813",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.804547","-122.473419",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79943","-122.478181",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791849","-122.47594",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79664","-122.47878",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794541","-122.453329",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.804201","-122.476875",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.788087","-122.47918",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79664","-122.47878",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.7889","-122.46889",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.800291","-122.471132",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793768","-122.477743",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.7918","-122.483107",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.798079","-122.478292",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.797625","-122.477489",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.7918","-122.483107",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.800291","-122.471132",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794101","-122.455672",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79196","-122.45262",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795427","-122.475733",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791101","-122.473969",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791101","-122.473969",
1994,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791101","-122.473969",
1994,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.7729,-122.2758,
1994,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.7729,-122.2758,
1995,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.796458","-122.478599",
1995,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.8","-122.468",
1996,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.790036","-122.473533",
1996,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.790847","-122.473403",
1996,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79094","-122.474174",
1996,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.925594,-122.6053,
1997,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.81667,-122.3,
1997,"Lepidium latifolium","Perennial pepperweed",,"1+","Alameda","37.81667","-122.3",
1997,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793768","-122.477743",
1997,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.802669","-122.478749",
1997,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791392","-122.47441",
1997,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795363","-122.475699",
1997,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795358","-122.474552",
1997,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.971,-122.5113,
1998,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.797723","-122.479351",
1999,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.004,-122.656,
1999,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.71866,-121.7379,
2000,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.1087","-122.8498",
2000,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.71922,-121.73731,
2000,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.207156,-122.752359,
2000,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.207156,-122.752359,
2000,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8027,-122.2655,
2000,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.8027,-122.2655,
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Mateo","37.56931","-122.499918",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",38.10022145,-122.54112104,
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99732233","-123.0124373",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01538476","-123.003862",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02195412","-122.8688066",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99732233","-123.0124373",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.7889","-122.46889",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79839","-122.44739",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.15391167","-122.9087356",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.18151438","-122.9306695",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.18926938","-122.9380961",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794541","-122.453329",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.9333333,-122.6833333,
2001,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.9333333,-122.6833333,
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794101","-122.455672",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99732233","-123.0124373",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.794101","-122.455672",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.796368","-122.454815",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99910696","-123.0117656",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01538476","-123.003862",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99910696","-123.0117656",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01538476","-123.003862",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2001,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2002,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.71866,-121.7379,
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.807089","-122.477718",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02513841","-122.8798073",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02195412","-122.8688066",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.802669","-122.478749",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.791849","-122.47594",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.788087","-122.47918",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.790143","-122.477417",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99732233","-123.0124373",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.78798","-122.477296",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.78817","-122.479645",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793768","-122.477743",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793768","-122.477743",
2002,"Lepidium latifolium","Perennial pepperweed",,1,"San Mateo",37.4841,-122.2172,
2002,"Lepidium latifolium","Perennial pepperweed",,1,"San Mateo",37.4985,-122.2172,
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.796528","-122.480268",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99907099","-123.0108772",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795358","-122.474552",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.795719","-122.47464",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.802427","-122.463199",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.803714","-122.46873",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.788087","-122.47918",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.804945","-122.45791",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.79943","-122.478181",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793553","-122.473929",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.793259","-122.458813",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.803714","-122.46873",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","San Francisco","37.825666","-122.42192",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.02907389","-122.87677",
2002,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99809724","-123.0142028",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01757993","-122.51152459",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01564348","-122.50936509",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","38.01763506","-122.51348672",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99688089","-123.0105238",
2003,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.71866,-121.7379,
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99688089","-123.0105238",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.88962456","-122.52318623",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.89189628","-122.52507527",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.8873126","-122.52138482",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.88714814","-122.52419101",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.88563558","-122.52170293",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99688089","-123.0105238",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99889959","-123.0124489",
2003,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.552335,-122.093811,
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Alameda","37.764879","-122.117843",
2003,"Lepidium latifolium","Perennial pepperweed",,1,"Alameda",37.71866,-121.7379,
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99907099","-123.0108772",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99732104","-123.0214008",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99753761","-123.0199202",
2003,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99752003","-123.0170842",
2004,"Lepidium latifolium","Perennial pepperweed",,"0","Marin","38.01517116","-122.50930813",
2004,"Lepidium latifolium","Perennial pepperweed",,"0","Marin","38.01627462","-122.51005628",
2004,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99631193","-123.0194871",
2004,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99643846","-123.017232",
2004,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.996502","-123.0138494",
2004,"Lepidium latifolium","Perennial pepperweed",,1,"Marin",37.913,-122.603,
2004,"Lepidium latifolium","Perennial pepperweed",,"1+","Marin","37.99752003","-123.0170842",
